Move,Depth,Value,Alpha,Beta
F12,2,504,504,5010
H7,3,11,504,5010
F12,2,504,504,5010
H12,3,5,504,5010
F12,2,504,504,5010
H13,3,9,504,5010
F12,2,504,504,5010
I5,3,4,504,5010
F12,2,504,504,5010
I11,3,5,504,5010
F12,2,504,504,5010
I12,3,4,504,5010
F12,2,504,504,5010
J5,3,4,504,5010
F12,2,504,504,5010
J6,3,19,504,5010
F12,2,504,504,5010
J7,3,56,504,5010
F12,2,504,504,5010
J10,3,54,504,5010
F12,2,504,504,5010
J11,3,504,504,5010
F12,2,504,504,5010
K5,3,4,504,5010
F12,2,504,504,5010
K6,3,5,504,5010
F12,2,504,504,5010
K9,3,54,504,5010
F12,2,504,504,5010
K10,3,4,504,5010
F12,2,504,504,5010
L5,3,4,504,5010
F12,2,504,504,5010
L7,3,10009,504,5010
F12,2,10009,504,5010
D8,1,5010,-Infinity,5010
F13,2,-Infinity,-Infinity,5010
C7,3,55,-Infinity,5010
F13,2,55,55,5010
C8,3,10,55,5010
F13,2,55,55,5010
C9,3,10,55,5010
F13,2,55,55,5010
D7,3,10,55,5010
F13,2,55,55,5010
D9,3,11,55,5010
F13,2,55,55,5010
D10,3,10,55,5010
F13,2,55,55,5010
E7,3,10,55,5010
F13,2,55,55,5010
E8,3,15,55,5010
F13,2,55,55,5010
E10,3,10,55,5010
F13,2,55,55,5010
E12,3,5,55,5010
F13,2,55,55,5010
E13,3,5,55,5010
F13,2,55,55,5010
E14,3,5,55,5010
F13,2,55,55,5010
F7,3,505,55,5010
F13,2,505,505,5010
F8,3,10,505,5010
F13,2,505,505,5010
F10,3,25,505,5010
F13,2,505,505,5010
F11,3,11,505,5010
F13,2,505,505,5010
F12,3,10,505,5010
F13,2,505,505,5010
F14,3,5,505,5010
F13,2,505,505,5010
G7,3,55,505,5010
F13,2,505,505,5010
G13,3,6,505,5010
F13,2,505,505,5010
G14,3,5,505,5010
F13,2,505,505,5010
H5,3,5,505,5010
F13,2,505,505,5010
H6,3,55,505,5010
F13,2,505,505,5010
H7,3,12,505,5010
F13,2,505,505,5010
H12,3,10,505,5010
F13,2,505,505,5010
H13,3,10,505,5010
F13,2,505,505,5010
I5,3,5,505,5010
F13,2,505,505,5010
I11,3,6,505,5010
F13,2,505,505,5010
I12,3,5,505,5010
F13,2,505,505,5010
J5,3,5,505,5010
F13,2,505,505,5010
J6,3,20,505,5010
F13,2,505,505,5010
J7,3,57,505,5010
F13,2,505,505,5010
J10,3,55,505,5010
F13,2,505,505,5010
J11,3,505,505,5010
F13,2,505,505,5010
K5,3,5,505,5010
F13,2,505,505,5010
K6,3,6,505,5010
F13,2,505,505,5010
K9,3,55,505,5010
F13,2,505,505,5010
K10,3,5,505,5010
F13,2,505,505,5010
L5,3,5,505,5010
F13,2,505,505,5010
L7,3,10010,505,5010
F13,2,10010,505,5010
D8,1,5010,-Infinity,5010
G7,2,-Infinity,-Infinity,5010
C7,3,45,-Infinity,5010
G7,2,45,45,5010
C8,3,0,45,5010
G7,2,45,45,5010
C9,3,0,45,5010
G7,2,45,45,5010
D7,3,0,45,5010
G7,2,45,45,5010
D9,3,1,45,5010
G7,2,45,45,5010
D10,3,0,45,5010
G7,2,45,45,5010
E7,3,0,45,5010
G7,2,45,45,5010
E8,3,5,45,5010
G7,2,45,45,5010
E10,3,0,45,5010
G7,2,45,45,5010
F6,3,-5,45,5010
G7,2,45,45,5010
F7,3,495,45,5010
G7,2,495,495,5010
F8,3,-4,495,5010
G7,2,495,495,5010
F10,3,15,495,5010
G7,2,495,495,5010
F11,3,1,495,5010
G7,2,495,495,5010
F12,3,0,495,5010
G7,2,495,495,5010
F13,3,-4,495,5010
G7,2,495,495,5010
G6,3,95,495,5010
G7,2,495,495,5010
G13,3,-4,495,5010
G7,2,495,495,5010
H5,3,-5,495,5010
G7,2,495,495,5010
H6,3,45,495,5010
G7,2,495,495,5010
H7,3,-2,495,5010
G7,2,495,495,5010
H12,3,0,495,5010
G7,2,495,495,5010
H13,3,0,495,5010
G7,2,495,495,5010
I5,3,-5,495,5010
G7,2,495,495,5010
I11,3,-4,495,5010
G7,2,495,495,5010
I12,3,-5,495,5010
G7,2,495,495,5010
J5,3,-5,495,5010
G7,2,495,495,5010
J6,3,10,495,5010
G7,2,495,495,5010
J7,3,47,495,5010
G7,2,495,495,5010
J10,3,5,495,5010
G7,2,495,495,5010
J11,3,495,495,5010
G7,2,495,495,5010
K5,3,-5,495,5010
G7,2,495,495,5010
K6,3,-4,495,5010
G7,2,495,495,5010
K9,3,45,495,5010
G7,2,495,495,5010
K10,3,-5,495,5010
G7,2,495,495,5010
L5,3,-5,495,5010
G7,2,495,495,5010
L7,3,10000,495,5010
G7,2,10000,495,5010
D8,1,5010,-Infinity,5010
G13,2,-Infinity,-Infinity,5010
C7,3,55,-Infinity,5010
G13,2,55,55,5010
C8,3,10,55,5010
G13,2,55,55,5010
C9,3,10,55,5010
G13,2,55,55,5010
D7,3,10,55,5010
G13,2,55,55,5010
D9,3,11,55,5010
G13,2,55,55,5010
D10,3,10,55,5010
G13,2,55,55,5010
E7,3,10,55,5010
G13,2,55,55,5010
E8,3,15,55,5010
G13,2,55,55,5010
E10,3,10,55,5010
G13,2,55,55,5010
F7,3,505,55,5010
G13,2,505,505,5010
F8,3,10,505,5010
G13,2,505,505,5010
F10,3,25,505,5010
G13,2,505,505,5010
F11,3,11,505,5010
G13,2,505,505,5010
F12,3,10,505,5010
G13,2,505,505,5010
F13,3,6,505,5010
G13,2,505,505,5010
F14,3,5,505,5010
G13,2,505,505,5010
G7,3,55,505,5010
G13,2,505,505,5010
G14,3,5,505,5010
G13,2,505,505,5010
H5,3,5,505,5010
G13,2,505,505,5010
H6,3,55,505,5010
G13,2,505,505,5010
H7,3,12,505,5010
G13,2,505,505,5010
H12,3,10,505,5010
G13,2,505,505,5010
H13,3,10,505,5010
G13,2,505,505,5010
H14,3,5,505,5010
G13,2,505,505,5010
I5,3,5,505,5010
G13,2,505,505,5010
I11,3,6,505,5010
G13,2,505,505,5010
I12,3,5,505,5010
G13,2,505,505,5010
J5,3,5,505,5010
G13,2,505,505,5010
J6,3,20,505,5010
G13,2,505,505,5010
J7,3,57,505,5010
G13,2,505,505,5010
J10,3,55,505,5010
G13,2,505,505,5010
J11,3,505,505,5010
G13,2,505,505,5010
K5,3,5,505,5010
G13,2,505,505,5010
K6,3,6,505,5010
G13,2,505,505,5010
K9,3,55,505,5010
G13,2,505,505,5010
K10,3,5,505,5010
G13,2,505,505,5010
L5,3,5,505,5010
G13,2,505,505,5010
L7,3,10010,505,5010
G13,2,10010,505,5010
D8,1,5010,-Infinity,5010
H5,2,-Infinity,-Infinity,5010
C7,3,50,-Infinity,5010
H5,2,50,50,5010
C8,3,5,50,5010
H5,2,50,50,5010
C9,3,5,50,5010
H5,2,50,50,5010
D7,3,5,50,5010
H5,2,50,50,5010
D9,3,6,50,5010
H5,2,50,50,5010
D10,3,5,50,5010
H5,2,50,50,5010
E7,3,5,50,5010
H5,2,50,50,5010
E8,3,10,50,5010
H5,2,50,50,5010
E10,3,5,50,5010
H5,2,50,50,5010
F7,3,500,50,5010
H5,2,500,500,5010
F8,3,5,500,5010
H5,2,500,500,5010
F10,3,20,500,5010
H5,2,500,500,5010
F11,3,6,500,5010
H5,2,500,500,5010
F12,3,5,500,5010
H5,2,500,500,5010
F13,3,1,500,5010
H5,2,500,500,5010
G4,3,0,500,5010
H5,2,500,500,5010
G5,3,0,500,5010
H5,2,500,500,5010
G6,3,0,500,5010
H5,2,500,500,5010
G7,3,50,500,5010
H5,2,500,500,5010
G13,3,1,500,5010
H5,2,500,500,5010
H4,3,0,500,5010
H5,2,500,500,5010
H6,3,50,500,5010
H5,2,500,500,5010
H7,3,7,500,5010
H5,2,500,500,5010
H12,3,5,500,5010
H5,2,500,500,5010
H13,3,5,500,5010
H5,2,500,500,5010
I4,3,0,500,5010
H5,2,500,500,5010
I5,3,0,500,5010
H5,2,500,500,5010
I11,3,1,500,5010
H5,2,500,500,5010
I12,3,0,500,5010
H5,2,500,500,5010
J5,3,0,500,5010
H5,2,500,500,5010
J6,3,15,500,5010
H5,2,500,500,5010
J7,3,52,500,5010
H5,2,500,500,5010
J10,3,50,500,5010
H5,2,500,500,5010
J11,3,500,500,5010
H5,2,500,500,5010
K5,3,0,500,5010
H5,2,500,500,5010
K6,3,1,500,5010
H5,2,500,500,5010
K9,3,50,500,5010
H5,2,500,500,5010
K10,3,0,500,5010
H5,2,500,500,5010
L5,3,0,500,5010
H5,2,500,500,5010
L7,3,10005,500,5010
H5,2,10005,500,5010
D8,1,5010,-Infinity,5010
H6,2,-Infinity,-Infinity,5010
C7,3,50,-Infinity,5010
H6,2,50,50,5010
C8,3,5,50,5010
H6,2,50,50,5010
C9,3,5,50,5010
H6,2,50,50,5010
D7,3,5,50,5010
H6,2,50,50,5010
D9,3,6,50,5010
H6,2,50,50,5010
D10,3,5,50,5010
H6,2,50,50,5010
E7,3,5,50,5010
H6,2,50,50,5010
E8,3,10,50,5010
H6,2,50,50,5010
E10,3,5,50,5010
H6,2,50,50,5010
F7,3,500,50,5010
H6,2,500,500,5010
F8,3,5,500,5010
H6,2,500,500,5010
F10,3,20,500,5010
H6,2,500,500,5010
F11,3,6,500,5010
H6,2,500,500,5010
F12,3,5,500,5010
H6,2,500,500,5010
F13,3,1,500,5010
H6,2,500,500,5010
G5,3,0,500,5010
H6,2,500,500,5010
G6,3,0,500,5010
H6,2,500,500,5010
G7,3,50,500,5010
H6,2,500,500,5010
G13,3,1,500,5010
H6,2,500,500,5010
H5,3,0,500,5010
H6,2,500,500,5010
H7,3,6,500,5010
H6,2,500,500,5010
H12,3,5,500,5010
H6,2,500,500,5010
H13,3,5,500,5010
H6,2,500,500,5010
I5,3,0,500,5010
H6,2,500,500,5010
I11,3,1,500,5010
H6,2,500,500,5010
I12,3,0,500,5010
H6,2,500,500,5010
J5,3,0,500,5010
H6,2,500,500,5010
J6,3,15,500,5010
H6,2,500,500,5010
J7,3,52,500,5010
H6,2,500,500,5010
J10,3,50,500,5010
H6,2,500,500,5010
J11,3,500,500,5010
H6,2,500,500,5010
K5,3,0,500,5010
H6,2,500,500,5010
K6,3,1,500,5010
H6,2,500,500,5010
K9,3,10,500,5010
H6,2,500,500,5010
K10,3,0,500,5010
H6,2,500,500,5010
L5,3,0,500,5010
H6,2,500,500,5010
L7,3,10005,500,5010
H6,2,10005,500,5010
D8,1,5010,-Infinity,5010
H7,2,-Infinity,-Infinity,5010
C7,3,-4945,-Infinity,5010
H7,2,-4945,-4945,5010
C8,3,-4990,-4945,5010
H7,2,-4945,-4945,5010
C9,3,-4990,-4945,5010
H7,2,-4945,-4945,5010
D7,3,-4990,-4945,5010
H7,2,-4945,-4945,5010
D9,3,-4989,-4945,5010
H7,2,-4945,-4945,5010
D10,3,-4990,-4945,5010
H7,2,-4945,-4945,5010
E7,3,-4990,-4945,5010
H7,2,-4945,-4945,5010
E8,3,-4985,-4945,5010
H7,2,-4945,-4945,5010
E10,3,-4990,-4945,5010
H7,2,-4945,-4945,5010
F7,3,-4495,-4945,5010
H7,2,-4495,-4495,5010
F8,3,-4990,-4495,5010
H7,2,-4495,-4495,5010
F10,3,-4975,-4495,5010
H7,2,-4495,-4495,5010
F11,3,-4989,-4495,5010
H7,2,-4495,-4495,5010
F12,3,-4990,-4495,5010
H7,2,-4495,-4495,5010
F13,3,-4994,-4495,5010
H7,2,-4495,-4495,5010
G6,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
G7,3,-4945,-4495,5010
H7,2,-4495,-4495,5010
G13,3,-4994,-4495,5010
H7,2,-4495,-4495,5010
H5,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
H6,3,-4945,-4495,5010
H7,2,-4495,-4495,5010
H12,3,-4990,-4495,5010
H7,2,-4495,-4495,5010
H13,3,-4990,-4495,5010
H7,2,-4495,-4495,5010
I5,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
I11,3,-4994,-4495,5010
H7,2,-4495,-4495,5010
I12,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
J5,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
J6,3,-4980,-4495,5010
H7,2,-4495,-4495,5010
J7,3,-4983,-4495,5010
H7,2,-4495,-4495,5010
J10,3,-4945,-4495,5010
H7,2,-4495,-4495,5010
J11,3,-4495,-4495,5010
H7,2,-4495,-4495,5010
K5,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
K6,3,-4994,-4495,5010
H7,2,-4495,-4495,5010
K9,3,-4945,-4495,5010
H7,2,-4495,-4495,5010
K10,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
L5,3,-4995,-4495,5010
H7,2,-4495,-4495,5010
L7,3,5010,-4495,5010
H7,2,5010,-4495,5010
D8,1,5010,-Infinity,5010
H12,2,-Infinity,-Infinity,5010
C7,3,49,-Infinity,5010
H12,2,49,49,5010
C8,3,4,49,5010
H12,2,49,49,5010
C9,3,4,49,5010
H12,2,49,49,5010
D7,3,4,49,5010
H12,2,49,49,5010
D9,3,5,49,5010
H12,2,49,49,5010
D10,3,4,49,5010
H12,2,49,49,5010
E7,3,4,49,5010
H12,2,49,49,5010
E8,3,9,49,5010
H12,2,49,49,5010
E10,3,4,49,5010
H12,2,49,49,5010
F7,3,499,49,5010
H12,2,499,499,5010
F8,3,4,499,5010
H12,2,499,499,5010
F10,3,19,499,5010
H12,2,499,499,5010
F11,3,5,499,5010
H12,2,499,499,5010
F12,3,0,499,5010
H12,2,499,499,5010
F13,3,0,499,5010
H12,2,499,499,5010
G7,3,49,499,5010
H12,2,499,499,5010
G13,3,0,499,5010
H12,2,499,499,5010
H5,3,-1,499,5010
H12,2,499,499,5010
H6,3,49,499,5010
H12,2,499,499,5010
H7,3,6,499,5010
H12,2,499,499,5010
H13,3,4,499,5010
H12,2,499,499,5010
I5,3,-1,499,5010
H12,2,499,499,5010
I11,3,0,499,5010
H12,2,499,499,5010
I12,3,-1,499,5010
H12,2,499,499,5010
I13,3,-1,499,5010
H12,2,499,499,5010
J5,3,-1,499,5010
H12,2,499,499,5010
J6,3,14,499,5010
H12,2,499,499,5010
J7,3,51,499,5010
H12,2,499,499,5010
J10,3,49,499,5010
H12,2,499,499,5010
J11,3,499,499,5010
H12,2,499,499,5010
K5,3,-1,499,5010
H12,2,499,499,5010
K6,3,0,499,5010
H12,2,499,499,5010
K9,3,49,499,5010
H12,2,499,499,5010
K10,3,-1,499,5010
H12,2,499,499,5010
L5,3,-1,499,5010
H12,2,499,499,5010
L7,3,10004,499,5010
H12,2,10004,499,5010
D8,1,5010,-Infinity,5010
H13,2,-Infinity,-Infinity,5010
C7,3,55,-Infinity,5010
H13,2,55,55,5010
C8,3,10,55,5010
H13,2,55,55,5010
C9,3,10,55,5010
H13,2,55,55,5010
D7,3,10,55,5010
H13,2,55,55,5010
D9,3,11,55,5010
H13,2,55,55,5010
D10,3,10,55,5010
H13,2,55,55,5010
E7,3,10,55,5010
H13,2,55,55,5010
E8,3,15,55,5010
H13,2,55,55,5010
E10,3,10,55,5010
H13,2,55,55,5010
F7,3,505,55,5010
H13,2,505,505,5010
F8,3,10,505,5010
H13,2,505,505,5010
F10,3,25,505,5010
H13,2,505,505,5010
F11,3,7,505,5010
H13,2,505,505,5010
F12,3,10,505,5010
H13,2,505,505,5010
F13,3,6,505,5010
H13,2,505,505,5010
G7,3,55,505,5010
H13,2,505,505,5010
G13,3,6,505,5010
H13,2,505,505,5010
G14,3,5,505,5010
H13,2,505,505,5010
H5,3,5,505,5010
H13,2,505,505,5010
H6,3,55,505,5010
H13,2,505,505,5010
H7,3,12,505,5010
H13,2,505,505,5010
H12,3,10,505,5010
H13,2,505,505,5010
H14,3,5,505,5010
H13,2,505,505,5010
I5,3,5,505,5010
H13,2,505,505,5010
I11,3,6,505,5010
H13,2,505,505,5010
I12,3,5,505,5010
H13,2,505,505,5010
I13,3,5,505,5010
H13,2,505,505,5010
I14,3,5,505,5010
H13,2,505,505,5010
J5,3,5,505,5010
H13,2,505,505,5010
J6,3,20,505,5010
H13,2,505,505,5010
J7,3,57,505,5010
H13,2,505,505,5010
J10,3,55,505,5010
H13,2,505,505,5010
J11,3,505,505,5010
H13,2,505,505,5010
K5,3,5,505,5010
H13,2,505,505,5010
K6,3,6,505,5010
H13,2,505,505,5010
K9,3,55,505,5010
H13,2,505,505,5010
K10,3,5,505,5010
H13,2,505,505,5010
L5,3,5,505,5010
H13,2,505,505,5010
L7,3,10010,505,5010
H13,2,10010,505,5010
D8,1,5010,-Infinity,5010
I5,2,-Infinity,-Infinity,5010
C7,3,54,-Infinity,5010
I5,2,54,54,5010
C8,3,9,54,5010
I5,2,54,54,5010
C9,3,9,54,5010
I5,2,54,54,5010
D7,3,9,54,5010
I5,2,54,54,5010
D9,3,10,54,5010
I5,2,54,54,5010
D10,3,9,54,5010
I5,2,54,54,5010
E7,3,9,54,5010
I5,2,54,54,5010
E8,3,14,54,5010
I5,2,54,54,5010
E10,3,9,54,5010
I5,2,54,54,5010
F7,3,504,54,5010
I5,2,504,504,5010
F8,3,9,504,5010
I5,2,504,504,5010
F10,3,24,504,5010
I5,2,504,504,5010
F11,3,10,504,5010
I5,2,504,504,5010
F12,3,9,504,5010
I5,2,504,504,5010
F13,3,5,504,5010
I5,2,504,504,5010
G7,3,54,504,5010
I5,2,504,504,5010
G13,3,5,504,5010
I5,2,504,504,5010
H4,3,4,504,5010
I5,2,504,504,5010
H5,3,4,504,5010
I5,2,504,504,5010
H6,3,54,504,5010
I5,2,504,504,5010
H7,3,11,504,5010
I5,2,504,504,5010
H12,3,9,504,5010
I5,2,504,504,5010
H13,3,9,504,5010
I5,2,504,504,5010
I4,3,4,504,5010
I5,2,504,504,5010
I11,3,5,504,5010
I5,2,504,504,5010
I12,3,4,504,5010
I5,2,504,504,5010
J4,3,4,504,5010
I5,2,504,504,5010
J5,3,4,504,5010
I5,2,504,504,5010
J6,3,15,504,5010
I5,2,504,504,5010
J7,3,56,504,5010
I5,2,504,504,5010
J10,3,54,504,5010
I5,2,504,504,5010
J11,3,504,504,5010
I5,2,504,504,5010
K5,3,4,504,5010
I5,2,504,504,5010
K6,3,5,504,5010
I5,2,504,504,5010
K9,3,54,504,5010
I5,2,504,504,5010
K10,3,4,504,5010
I5,2,504,504,5010
L5,3,4,504,5010
I5,2,504,504,5010
L7,3,10009,504,5010
I5,2,10009,504,5010
D8,1,5010,-Infinity,5010
I11,2,-Infinity,-Infinity,5010
C7,3,4,-Infinity,5010
I11,2,4,4,5010
C8,3,-41,4,5010
I11,2,4,4,5010
C9,3,-41,4,5010
I11,2,4,4,5010
D7,3,-41,4,5010
I11,2,4,4,5010
D9,3,-40,4,5010
I11,2,4,4,5010
D10,3,-41,4,5010
I11,2,4,4,5010
E7,3,-41,4,5010
I11,2,4,4,5010
E8,3,-36,4,5010
I11,2,4,4,5010
E10,3,-41,4,5010
I11,2,4,4,5010
F7,3,454,4,5010
I11,2,454,454,5010
F8,3,-41,454,5010
I11,2,454,454,5010
F10,3,-26,454,5010
I11,2,454,454,5010
F11,3,460,454,5010
I11,2,460,460,5010
F12,3,-41,460,5010
I11,2,460,460,5010
F13,3,-45,460,5010
I11,2,460,460,5010
G7,3,4,460,5010
I11,2,460,460,5010
G13,3,-45,460,5010
I11,2,460,460,5010
H5,3,-46,460,5010
I11,2,460,460,5010
H6,3,4,460,5010
I11,2,460,460,5010
H7,3,-39,460,5010
I11,2,460,460,5010
H12,3,-41,460,5010
I11,2,460,460,5010
H13,3,-41,460,5010
I11,2,460,460,5010
I5,3,-46,460,5010
I11,2,460,460,5010
I12,3,-46,460,5010
I11,2,460,460,5010
J5,3,-46,460,5010
I11,2,460,460,5010
J6,3,-31,460,5010
I11,2,460,460,5010
J7,3,6,460,5010
I11,2,460,460,5010
J10,3,4,460,5010
I11,2,460,460,5010
J11,3,954,460,5010
I11,2,954,954,5010
J12,3,-46,954,5010
I11,2,954,954,5010
K5,3,-46,954,5010
I11,2,954,954,5010
K6,3,-45,954,5010
I11,2,954,954,5010
K9,3,4,954,5010
I11,2,954,954,5010
K10,3,-46,954,5010
I11,2,954,954,5010
L5,3,-46,954,5010
I11,2,954,954,5010
L7,3,9959,954,5010
I11,2,9959,954,5010
D8,1,5010,-Infinity,5010
I12,2,-Infinity,-Infinity,5010
C7,3,54,-Infinity,5010
I12,2,54,54,5010
C8,3,9,54,5010
I12,2,54,54,5010
C9,3,9,54,5010
I12,2,54,54,5010
D7,3,9,54,5010
I12,2,54,54,5010
D9,3,10,54,5010
I12,2,54,54,5010
D10,3,9,54,5010
I12,2,54,54,5010
E7,3,9,54,5010
I12,2,54,54,5010
E8,3,14,54,5010
I12,2,54,54,5010
E10,3,9,54,5010
I12,2,54,54,5010
F7,3,504,54,5010
I12,2,504,504,5010
F8,3,9,504,5010
I12,2,504,504,5010
F10,3,24,504,5010
I12,2,504,504,5010
F11,3,10,504,5010
I12,2,504,504,5010
F12,3,9,504,5010
I12,2,504,504,5010
F13,3,5,504,5010
I12,2,504,504,5010
G7,3,54,504,5010
I12,2,504,504,5010
G13,3,5,504,5010
I12,2,504,504,5010
H5,3,4,504,5010
I12,2,504,504,5010
H6,3,54,504,5010
I12,2,504,504,5010
H7,3,11,504,5010
I12,2,504,504,5010
H12,3,5,504,5010
I12,2,504,504,5010
H13,3,9,504,5010
I12,2,504,504,5010
I5,3,4,504,5010
I12,2,504,504,5010
I11,3,5,504,5010
I12,2,504,504,5010
I13,3,4,504,5010
I12,2,504,504,5010
J5,3,4,504,5010
I12,2,504,504,5010
J6,3,19,504,5010
I12,2,504,504,5010
J7,3,56,504,5010
I12,2,504,504,5010
J10,3,54,504,5010
I12,2,504,504,5010
J11,3,504,504,5010
I12,2,504,504,5010
J12,3,4,504,5010
I12,2,504,504,5010
J13,3,4,504,5010
I12,2,504,504,5010
K5,3,4,504,5010
I12,2,504,504,5010
K6,3,5,504,5010
I12,2,504,504,5010
K9,3,54,504,5010
I12,2,504,504,5010
K10,3,4,504,5010
I12,2,504,504,5010
L5,3,4,504,5010
I12,2,504,504,5010
L7,3,10009,504,5010
I12,2,10009,504,5010
D8,1,5010,-Infinity,5010
J5,2,-Infinity,-Infinity,5010
C7,3,50,-Infinity,5010
J5,2,50,50,5010
C8,3,5,50,5010
J5,2,50,50,5010
C9,3,5,50,5010
J5,2,50,50,5010
D7,3,5,50,5010
J5,2,50,50,5010
D9,3,6,50,5010
J5,2,50,50,5010
D10,3,5,50,5010
J5,2,50,50,5010
E7,3,5,50,5010
J5,2,50,50,5010
E8,3,10,50,5010
J5,2,50,50,5010
E10,3,5,50,5010
J5,2,50,50,5010
F7,3,500,50,5010
J5,2,500,500,5010
F8,3,5,500,5010
J5,2,500,500,5010
F10,3,20,500,5010
J5,2,500,500,5010
F11,3,6,500,5010
J5,2,500,500,5010
F12,3,5,500,5010
J5,2,500,500,5010
F13,3,1,500,5010
J5,2,500,500,5010
G7,3,50,500,5010
J5,2,500,500,5010
G13,3,1,500,5010
J5,2,500,500,5010
H5,3,0,500,5010
J5,2,500,500,5010
H6,3,50,500,5010
J5,2,500,500,5010
H7,3,7,500,5010
J5,2,500,500,5010
H12,3,5,500,5010
J5,2,500,500,5010
H13,3,5,500,5010
J5,2,500,500,5010
I4,3,0,500,5010
J5,2,500,500,5010
I5,3,0,500,5010
J5,2,500,500,5010
I11,3,1,500,5010
J5,2,500,500,5010
I12,3,0,500,5010
J5,2,500,500,5010
J4,3,0,500,5010
J5,2,500,500,5010
J6,3,15,500,5010
J5,2,500,500,5010
J7,3,52,500,5010
J5,2,500,500,5010
J10,3,50,500,5010
J5,2,500,500,5010
J11,3,500,500,5010
J5,2,500,500,5010
K4,3,0,500,5010
J5,2,500,500,5010
K5,3,0,500,5010
J5,2,500,500,5010
K6,3,1,500,5010
J5,2,500,500,5010
K9,3,50,500,5010
J5,2,500,500,5010
K10,3,0,500,5010
J5,2,500,500,5010
L5,3,0,500,5010
J5,2,500,500,5010
L7,3,10005,500,5010
J5,2,10005,500,5010
D8,1,5010,-Infinity,5010
J6,2,-Infinity,-Infinity,5010
C7,3,50,-Infinity,5010
J6,2,50,50,5010
C8,3,5,50,5010
J6,2,50,50,5010
C9,3,5,50,5010
J6,2,50,50,5010
D7,3,5,50,5010
J6,2,50,50,5010
D9,3,6,50,5010
J6,2,50,50,5010
D10,3,5,50,5010
J6,2,50,50,5010
E7,3,5,50,5010
J6,2,50,50,5010
E8,3,10,50,5010
J6,2,50,50,5010
E10,3,5,50,5010
J6,2,50,50,5010
F7,3,500,50,5010
J6,2,500,500,5010
F8,3,5,500,5010
J6,2,500,500,5010
F10,3,20,500,5010
J6,2,500,500,5010
F11,3,6,500,5010
J6,2,500,500,5010
F12,3,5,500,5010
J6,2,500,500,5010
F13,3,1,500,5010
J6,2,500,500,5010
G7,3,50,500,5010
J6,2,500,500,5010
G13,3,1,500,5010
J6,2,500,500,5010
H5,3,0,500,5010
J6,2,500,500,5010
H6,3,50,500,5010
J6,2,500,500,5010
H7,3,7,500,5010
J6,2,500,500,5010
H12,3,5,500,5010
J6,2,500,500,5010
H13,3,5,500,5010
J6,2,500,500,5010
I5,3,0,500,5010
J6,2,500,500,5010
I11,3,1,500,5010
J6,2,500,500,5010
I12,3,0,500,5010
J6,2,500,500,5010
J5,3,0,500,5010
J6,2,500,500,5010
J7,3,51,500,5010
J6,2,500,500,5010
J10,3,50,500,5010
J6,2,500,500,5010
J11,3,500,500,5010
J6,2,500,500,5010
K5,3,0,500,5010
J6,2,500,500,5010
K6,3,1,500,5010
J6,2,500,500,5010
K9,3,50,500,5010
J6,2,500,500,5010
K10,3,0,500,5010
J6,2,500,500,5010
L5,3,0,500,5010
J6,2,500,500,5010
L7,3,10005,500,5010
J6,2,10005,500,5010
D8,1,5010,-Infinity,5010
J7,2,-Infinity,-Infinity,5010
C7,3,5,-Infinity,5010
J7,2,5,5,5010
C8,3,-40,5,5010
J7,2,5,5,5010
C9,3,-40,5,5010
J7,2,5,5,5010
D7,3,-40,5,5010
J7,2,5,5,5010
D9,3,-39,5,5010
J7,2,5,5,5010
D10,3,-40,5,5010
J7,2,5,5,5010
E7,3,-40,5,5010
J7,2,5,5,5010
E8,3,-35,5,5010
J7,2,5,5,5010
E10,3,-40,5,5010
J7,2,5,5,5010
F7,3,455,5,5010
J7,2,455,455,5010
F8,3,-40,455,5010
J7,2,455,455,5010
F10,3,-25,455,5010
J7,2,455,455,5010
F11,3,-39,455,5010
J7,2,455,455,5010
F12,3,-40,455,5010
J7,2,455,455,5010
F13,3,-44,455,5010
J7,2,455,455,5010
G7,3,5,455,5010
J7,2,455,455,5010
G13,3,-44,455,5010
J7,2,455,455,5010
H5,3,455,455,5010
J7,2,455,455,5010
H6,3,5,455,5010
J7,2,455,455,5010
H7,3,-42,455,5010
J7,2,455,455,5010
H12,3,-40,455,5010
J7,2,455,455,5010
H13,3,-40,455,5010
J7,2,455,455,5010
I5,3,-45,455,5010
J7,2,455,455,5010
I11,3,-44,455,5010
J7,2,455,455,5010
I12,3,-45,455,5010
J7,2,455,455,5010
J5,3,-45,455,5010
J7,2,455,455,5010
J6,3,-30,455,5010
J7,2,455,455,5010
J10,3,5,455,5010
J7,2,455,455,5010
J11,3,455,455,5010
J7,2,455,455,5010
K5,3,-45,455,5010
J7,2,455,455,5010
K6,3,-44,455,5010
J7,2,455,455,5010
K9,3,5,455,5010
J7,2,455,455,5010
K10,3,-45,455,5010
J7,2,455,455,5010
L5,3,-45,455,5010
J7,2,455,455,5010
L7,3,9956,455,5010
J7,2,9956,455,5010
D8,1,5010,-Infinity,5010
J10,2,-Infinity,-Infinity,5010
