Move,Depth,Value
F13,3,46
K6,2,5045
G6,3,46
K6,2,5045
G13,3,46
K6,2,5045
H5,3,45
K6,2,5045
H6,3,100
K6,2,5045
H7,3,97
K6,2,5045
H12,3,50
K6,2,5045
H13,3,50
K6,2,5045
I5,3,45
K6,2,5045
I11,3,46
K6,2,5045
I12,3,45
K6,2,5045
J5,3,45
K6,2,5045
J6,3,60
K6,2,5045
J7,3,96
K6,2,5045
J10,3,5045
K6,2,5045
J11,3,545
K6,2,5045
K5,3,45
K6,2,5045
K9,3,95
K6,2,5045
K10,3,45
K6,2,5045
L5,3,45
K6,2,5045
L7,3,10050
K6,2,10050
L8,3,50
K6,2,10050
L9,3,45
K6,2,10050
M5,3,45
K6,2,10050
M6,3,45
K6,2,10050
M7,3,45
K6,2,10050
G7,1,5055
K9,2,-Infinity
D8,3,53
K9,2,53
D9,3,49
K9,2,53
D10,3,53
K9,2,53
E8,3,53
K9,2,53
E10,3,53
K9,2,53
F6,3,5048
K9,2,5048
F7,3,553
K9,2,5048
F8,3,98
K9,2,5048
F10,3,59
K9,2,5048
F11,3,54
K9,2,5048
F12,3,53
K9,2,5048
F13,3,49
K9,2,5048
G6,3,49
K9,2,5048
G13,3,49
K9,2,5048
H5,3,48
K9,2,5048
H6,3,63
K9,2,5048
H7,3,100
K9,2,5048
H12,3,53
K9,2,5048
H13,3,53
K9,2,5048
I5,3,48
K9,2,5048
I11,3,49
K9,2,5048
I12,3,48
K9,2,5048
J5,3,48
K9,2,5048
J6,3,63
K9,2,5048
J7,3,100
K9,2,5048
J10,3,5048
K9,2,5048
J11,3,548
K9,2,5048
K5,3,48
K9,2,5048
K6,3,49
K9,2,5048
K10,3,48
K9,2,5048
L5,3,48
K9,2,5048
L7,3,10053
K9,2,10053
L8,3,53
K9,2,10053
L9,3,48
K9,2,10053
L10,3,48
K9,2,10053
M5,3,48
K9,2,10053
M6,3,48
K9,2,10053
M7,3,48
K9,2,10053
G7,1,5055
K10,2,-Infinity
D8,3,54
K10,2,54
D9,3,50
K10,2,54
D10,3,54
K10,2,54
E8,3,54
K10,2,54
E10,3,54
K10,2,54
F6,3,5049
K10,2,5049
F7,3,554
K10,2,5049
F8,3,99
K10,2,5049
F10,3,60
K10,2,5049
F11,3,55
K10,2,5049
F12,3,54
K10,2,5049
F13,3,50
K10,2,5049
G6,3,50
K10,2,5049
G13,3,50
K10,2,5049
H5,3,49
K10,2,5049
H6,3,104
K10,2,5049
H7,3,101
K10,2,5049
H12,3,54
K10,2,5049
H13,3,54
K10,2,5049
I5,3,49
K10,2,5049
I11,3,50
K10,2,5049
I12,3,49
K10,2,5049
J5,3,49
K10,2,5049
J6,3,64
K10,2,5049
J7,3,101
K10,2,5049
J10,3,5049
K10,2,5049
J11,3,549
K10,2,5049
K5,3,49
K10,2,5049
K6,3,50
K10,2,5049
K9,3,99
K10,2,5049
K11,3,49
K10,2,5049
L5,3,49
K10,2,5049
L7,3,10054
K10,2,10054
L8,3,54
K10,2,10054
L9,3,49
K10,2,10054
L10,3,49
K10,2,10054
L11,3,49
K10,2,10054
M5,3,49
K10,2,10054
M6,3,49
K10,2,10054
M7,3,49
K10,2,10054
G7,1,5055
L5,2,-Infinity
D8,3,50
L5,2,50
D9,3,46
L5,2,50
D10,3,50
L5,2,50
E8,3,50
L5,2,50
E10,3,50
L5,2,50
F6,3,5045
L5,2,5045
F7,3,550
L5,2,5045
F8,3,95
L5,2,5045
F10,3,56
L5,2,5045
F11,3,51
L5,2,5045
F12,3,50
L5,2,5045
F13,3,46
L5,2,5045
G6,3,46
L5,2,5045
G13,3,46
L5,2,5045
H5,3,45
L5,2,5045
H6,3,100
L5,2,5045
H7,3,97
L5,2,5045
H12,3,50
L5,2,5045
H13,3,50
L5,2,5045
I5,3,45
L5,2,5045
I11,3,46
L5,2,5045
I12,3,45
L5,2,5045
J5,3,45
L5,2,5045
J6,3,60
L5,2,5045
J7,3,97
L5,2,5045
J10,3,5045
L5,2,5045
J11,3,545
L5,2,5045
K4,3,45
L5,2,5045
K5,3,45
L5,2,5045
K6,3,46
L5,2,5045
K9,3,95
L5,2,5045
K10,3,45
L5,2,5045
L4,3,45
L5,2,5045
L7,3,10050
L5,2,10050
L8,3,50
L5,2,10050
L9,3,45
L5,2,10050
M4,3,45
L5,2,10050
M5,3,45
L5,2,10050
M6,3,45
L5,2,10050
M7,3,45
L5,2,10050
G7,1,5055
L7,2,-49955
G7,1,-49955
L8,2,-Infinity
D8,3,54
L8,2,54
D9,3,50
L8,2,54
D10,3,54
L8,2,54
E8,3,54
L8,2,54
E10,3,54
L8,2,54
F6,3,5049
L8,2,5049
F7,3,554
L8,2,5049
F8,3,99
L8,2,5049
F10,3,60
L8,2,5049
F11,3,55
L8,2,5049
F12,3,54
L8,2,5049
F13,3,50
L8,2,5049
G6,3,50
L8,2,5049
G13,3,50
L8,2,5049
H5,3,49
L8,2,5049
H6,3,104
L8,2,5049
H7,3,101
L8,2,5049
H12,3,54
L8,2,5049
H13,3,54
L8,2,5049
I5,3,49
L8,2,5049
I11,3,50
L8,2,5049
I12,3,49
L8,2,5049
J5,3,49
L8,2,5049
J6,3,60
L8,2,5049
J7,3,101
L8,2,5049
J10,3,5049
L8,2,5049
J11,3,549
L8,2,5049
K5,3,49
L8,2,5049
K6,3,50
L8,2,5049
K9,3,99
L8,2,5049
K10,3,49
L8,2,5049
L5,3,49
L8,2,5049
L7,3,10054
L8,2,10054
L9,3,49
L8,2,10054
M5,3,49
L8,2,10054
M6,3,49
L8,2,10054
M7,3,49
L8,2,10054
M8,3,49
L8,2,10054
M9,3,49
L8,2,10054
G7,1,-49955
L9,2,-Infinity
D8,3,50
L9,2,50
D9,3,46
L9,2,50
D10,3,50
L9,2,50
E8,3,50
L9,2,50
E10,3,50
L9,2,50
F6,3,5045
L9,2,5045
F7,3,550
L9,2,5045
F8,3,95
L9,2,5045
F10,3,56
L9,2,5045
F11,3,51
L9,2,5045
F12,3,50
L9,2,5045
F13,3,46
L9,2,5045
G6,3,46
L9,2,5045
G13,3,46
L9,2,5045
H5,3,45
L9,2,5045
H6,3,100
L9,2,5045
H7,3,97
L9,2,5045
H12,3,50
L9,2,5045
H13,3,50
L9,2,5045
I5,3,45
L9,2,5045
I11,3,46
L9,2,5045
I12,3,45
L9,2,5045
J5,3,45
L9,2,5045
J6,3,60
L9,2,5045
J7,3,97
L9,2,5045
J10,3,5045
L9,2,5045
J11,3,545
L9,2,5045
K5,3,45
L9,2,5045
K6,3,46
L9,2,5045
K9,3,95
L9,2,5045
K10,3,45
L9,2,5045
L5,3,45
L9,2,5045
L7,3,10050
L9,2,10050
L8,3,50
L9,2,10050
L10,3,45
L9,2,10050
M5,3,45
L9,2,10050
M6,3,45
L9,2,10050
M7,3,45
L9,2,10050
M8,3,45
L9,2,10050
M9,3,45
L9,2,10050
M10,3,45
L9,2,10050
G7,1,-49955
M5,2,-Infinity
D8,3,54
M5,2,54
D9,3,50
M5,2,54
D10,3,54
M5,2,54
E8,3,54
M5,2,54
E10,3,54
M5,2,54
F6,3,5049
M5,2,5049
F7,3,554
M5,2,5049
F8,3,99
M5,2,5049
F10,3,60
M5,2,5049
F11,3,55
M5,2,5049
F12,3,54
M5,2,5049
F13,3,50
M5,2,5049
G6,3,50
M5,2,5049
G13,3,50
M5,2,5049
H5,3,49
M5,2,5049
H6,3,104
M5,2,5049
H7,3,101
M5,2,5049
H12,3,54
M5,2,5049
H13,3,54
M5,2,5049
I5,3,49
M5,2,5049
I11,3,50
M5,2,5049
I12,3,49
M5,2,5049
J5,3,49
M5,2,5049
J6,3,64
M5,2,5049
J7,3,101
M5,2,5049
J10,3,5049
M5,2,5049
J11,3,549
M5,2,5049
K5,3,49
M5,2,5049
K6,3,50
M5,2,5049
K9,3,99
M5,2,5049
K10,3,49
M5,2,5049
L4,3,49
M5,2,5049
L5,3,49
M5,2,5049
L7,3,10054
M5,2,10054
L8,3,54
M5,2,10054
L9,3,49
M5,2,10054
M4,3,49
M5,2,10054
M6,3,49
M5,2,10054
M7,3,49
M5,2,10054
N4,3,49
M5,2,10054
N5,3,49
M5,2,10054
N6,3,49
M5,2,10054
G7,1,-49955
M6,2,-Infinity
D8,3,50
M6,2,50
D9,3,46
M6,2,50
D10,3,50
M6,2,50
E8,3,50
M6,2,50
E10,3,50
M6,2,50
F6,3,5045
M6,2,5045
F7,3,550
M6,2,5045
F8,3,95
M6,2,5045
F10,3,56
M6,2,5045
F11,3,51
M6,2,5045
F12,3,50
M6,2,5045
F13,3,46
M6,2,5045
G6,3,46
M6,2,5045
G13,3,46
M6,2,5045
H5,3,45
M6,2,5045
H6,3,100
M6,2,5045
H7,3,97
M6,2,5045
H12,3,50
M6,2,5045
H13,3,50
M6,2,5045
I5,3,45
M6,2,5045
I11,3,46
M6,2,5045
I12,3,45
M6,2,5045
J5,3,45
M6,2,5045
J6,3,60
M6,2,5045
J7,3,97
M6,2,5045
J10,3,5045
M6,2,5045
J11,3,545
M6,2,5045
K5,3,45
M6,2,5045
K6,3,46
M6,2,5045
K9,3,95
M6,2,5045
K10,3,45
M6,2,5045
L5,3,45
M6,2,5045
L7,3,10050
M6,2,10050
L8,3,50
M6,2,10050
L9,3,45
M6,2,10050
M5,3,45
M6,2,10050
M7,3,45
M6,2,10050
N5,3,45
M6,2,10050
N6,3,45
M6,2,10050
N7,3,45
M6,2,10050
G7,1,-49955
M7,2,-Infinity
D8,3,50
M7,2,50
D9,3,46
M7,2,50
D10,3,50
M7,2,50
E8,3,50
M7,2,50
E10,3,50
M7,2,50
F6,3,5045
M7,2,5045
F7,3,550
M7,2,5045
F8,3,95
M7,2,5045
F10,3,56
M7,2,5045
F11,3,51
M7,2,5045
F12,3,50
M7,2,5045
F13,3,46
M7,2,5045
G6,3,46
M7,2,5045
G13,3,46
M7,2,5045
H5,3,45
M7,2,5045
H6,3,100
M7,2,5045
H7,3,97
M7,2,5045
H12,3,50
M7,2,5045
H13,3,50
M7,2,5045
I5,3,45
M7,2,5045
I11,3,46
M7,2,5045
I12,3,45
M7,2,5045
J5,3,45
M7,2,5045
J6,3,60
M7,2,5045
J7,3,97
M7,2,5045
J10,3,5045
M7,2,5045
J11,3,545
M7,2,5045
K5,3,45
M7,2,5045
K6,3,46
M7,2,5045
K9,3,95
M7,2,5045
K10,3,45
M7,2,5045
L5,3,45
M7,2,5045
L7,3,10046
M7,2,10046
L8,3,50
M7,2,10046
L9,3,45
M7,2,10046
M5,3,45
M7,2,10046
M6,3,45
M7,2,10046
M8,3,45
M7,2,10046
N6,3,45
M7,2,10046
N7,3,45
M7,2,10046
N8,3,45
M7,2,10046
G7,1,-49955
root,0,-49505
G13,1,Infinity
D8,2,-Infinity
C7,3,1
D8,2,1
C8,3,1
D8,2,1
C9,3,1
D8,2,1
D7,3,1
D8,2,1
D9,3,2
D8,2,2
D10,3,6
D8,2,6
E7,3,1
D8,2,6
E8,3,6
D8,2,6
E10,3,6
D8,2,6
F7,3,501
D8,2,501
F8,3,6
D8,2,501
F10,3,11
D8,2,501
F11,3,7
D8,2,501
F12,3,11
D8,2,501
F13,3,7
D8,2,501
F14,3,6
D8,2,501
G7,3,51
D8,2,501
G14,3,11
D8,2,501
H5,3,1
D8,2,501
H6,3,51
D8,2,501
H7,3,8
D8,2,501
H12,3,11
D8,2,501
H13,3,11
D8,2,501
H14,3,6
D8,2,501
I5,3,1
D8,2,501
I11,3,2
D8,2,501
I12,3,1
D8,2,501
J5,3,1
D8,2,501
J6,3,16
D8,2,501
J7,3,53
D8,2,501
J10,3,51
D8,2,501
J11,3,501
D8,2,501
K5,3,1
D8,2,501
K6,3,2
D8,2,501
K9,3,51
D8,2,501
K10,3,1
D8,2,501
L5,3,1
D8,2,501
L7,3,10006
D8,2,10006
L8,3,6
D8,2,10006
L9,3,1
D8,2,10006
M5,3,1
D8,2,10006
M6,3,1
D8,2,10006
M7,3,1
D8,2,10006
G13,1,10006
D9,2,-Infinity
C8,3,1
D9,2,1
C9,3,1
D9,2,1
C10,3,1
D9,2,1
D8,3,6
D9,2,6
D10,3,6
D9,2,6
E8,3,6
D9,2,6
E10,3,6
D9,2,6
F7,3,501
D9,2,501
F8,3,6
D9,2,501
F10,3,12
D9,2,501
F11,3,7
D9,2,501
F12,3,11
D9,2,501
F13,3,7
D9,2,501
F14,3,6
D9,2,501
G7,3,51
D9,2,501
G14,3,11
D9,2,501
H5,3,1
D9,2,501
H6,3,51
D9,2,501
H7,3,8
D9,2,501
H12,3,11
D9,2,501
H13,3,11
D9,2,501
H14,3,6
D9,2,501
I5,3,1
D9,2,501
I11,3,2
D9,2,501
I12,3,1
D9,2,501
J5,3,1
D9,2,501
J6,3,16
D9,2,501
J7,3,53
D9,2,501
J10,3,51
D9,2,501
J11,3,501
D9,2,501
K5,3,1
D9,2,501
K6,3,2
D9,2,501
K9,3,51
D9,2,501
K10,3,1
D9,2,501
L5,3,1
D9,2,501
L7,3,10006
D9,2,10006
L8,3,6
D9,2,10006
L9,3,1
D9,2,10006
M5,3,1
D9,2,10006
M6,3,1
D9,2,10006
M7,3,1
D9,2,10006
G13,1,10006
D10,2,-Infinity
C9,3,1
D10,2,1
C10,3,1
D10,2,1
C11,3,1
D10,2,1
D8,3,6
D10,2,6
D9,3,2
D10,2,6
D11,3,1
D10,2,6
E8,3,6
D10,2,6
E10,3,6
D10,2,6
E11,3,1
D10,2,6
F7,3,501
D10,2,501
F8,3,2
D10,2,501
F10,3,12
D10,2,501
F11,3,7
D10,2,501
F12,3,11
D10,2,501
F13,3,7
D10,2,501
F14,3,6
D10,2,501
G7,3,51
D10,2,501
G14,3,11
D10,2,501
H5,3,1
D10,2,501
H6,3,51
D10,2,501
H7,3,8
D10,2,501
H12,3,11
D10,2,501
H13,3,11
D10,2,501
H14,3,6
D10,2,501
I5,3,1
D10,2,501
I11,3,2
D10,2,501
I12,3,1
D10,2,501
J5,3,1
D10,2,501
J6,3,16
D10,2,501
J7,3,53
D10,2,501
J10,3,51
D10,2,501
J11,3,501
D10,2,501
K5,3,1
D10,2,501
K6,3,2
D10,2,501
K9,3,51
D10,2,501
K10,3,1
D10,2,501
L5,3,1
D10,2,501
L7,3,10006
D10,2,10006
L8,3,6
D10,2,10006
L9,3,1
D10,2,10006
M5,3,1
D10,2,10006
M6,3,1
D10,2,10006
M7,3,1
D10,2,10006
G13,1,10006
E8,2,-Infinity
D7,3,0
E8,2,0
D8,3,5
E8,2,5
D9,3,1
E8,2,5
D10,3,5
E8,2,5
E7,3,0
E8,2,5
E10,3,1
E8,2,5
F7,3,500
E8,2,500
F8,3,5
E8,2,500
F10,3,11
E8,2,500
F11,3,6
E8,2,500
F12,3,10
E8,2,500
F13,3,6
E8,2,500
F14,3,5
E8,2,500
G7,3,50
E8,2,500
G14,3,10
E8,2,500
H5,3,0
E8,2,500
H6,3,50
E8,2,500
H7,3,7
E8,2,500
H12,3,10
E8,2,500
H13,3,10
E8,2,500
H14,3,5
E8,2,500
I5,3,0
E8,2,500
I11,3,1
E8,2,500
I12,3,0
E8,2,500
J5,3,0
E8,2,500
J6,3,15
E8,2,500
J7,3,52
E8,2,500
J10,3,50
E8,2,500
J11,3,500
E8,2,500
K5,3,0
E8,2,500
K6,3,1
E8,2,500
K9,3,50
E8,2,500
K10,3,0
E8,2,500
L5,3,0
E8,2,500
L7,3,10005
E8,2,10005
L8,3,5
E8,2,10005
L9,3,0
E8,2,10005
M5,3,0
E8,2,10005
M6,3,0
E8,2,10005
M7,3,0
E8,2,10005
G13,1,10005
E10,2,-Infinity
D8,3,-44
E10,2,-44
D9,3,-48
E10,2,-44
D10,3,-44
E10,2,-44
D11,3,451
E10,2,451
E8,3,-48
E10,2,451
E11,3,-49
E10,2,451
F7,3,451
E10,2,451
F8,3,-44
E10,2,451
F10,3,-48
E10,2,451
F11,3,-47
E10,2,451
F12,3,-39
E10,2,451
F13,3,-43
E10,2,451
F14,3,-44
E10,2,451
G7,3,1
E10,2,451
G14,3,-39
E10,2,451
H5,3,-49
E10,2,451
H6,3,1
E10,2,451
H7,3,458
E10,2,458
H12,3,-39
E10,2,458
H13,3,-39
E10,2,458
H14,3,-44
E10,2,458
I5,3,-49
E10,2,458
I11,3,-48
E10,2,458
I12,3,-49
E10,2,458
J5,3,-49
E10,2,458
J6,3,-34
E10,2,458
J7,3,3
E10,2,458
J10,3,1
E10,2,458
J11,3,451
E10,2,458
K5,3,-49
E10,2,458
K6,3,-48
E10,2,458
K9,3,1
E10,2,458
K10,3,-49
E10,2,458
L5,3,-49
E10,2,458
L7,3,9956
E10,2,9956
L8,3,-44
E10,2,9956
L9,3,-49
E10,2,9956
M5,3,-49
E10,2,9956
M6,3,-49
E10,2,9956
M7,3,-49
E10,2,9956
G13,1,9956
F7,2,-Infinity
D8,3,-4994
F7,2,-4994
D9,3,-4998
F7,2,-4994
D10,3,-4994
F7,2,-4994
E6,3,-4999
F7,2,-4994
E7,3,-4999
F7,2,-4994
E8,3,-4994
F7,2,-4994
E10,3,-4994
F7,2,-4994
F6,3,-4999
F7,2,-4994
F8,3,-4994
F7,2,-4994
F10,3,-4988
F7,2,-4988
F11,3,-4993
F7,2,-4988
F12,3,-4989
F7,2,-4988
F13,3,-4993
F7,2,-4988
F14,3,-4994
F7,2,-4988
G6,3,-4999
F7,2,-4988
G7,3,-4949
F7,2,-4949
G14,3,-4989
F7,2,-4949
H5,3,-4999
F7,2,-4949
H6,3,-4949
F7,2,-4949
H7,3,-4992
F7,2,-4949
H12,3,-4989
F7,2,-4949
H13,3,-4989
F7,2,-4949
H14,3,-4994
F7,2,-4949
I5,3,-4999
F7,2,-4949
I11,3,-4998
F7,2,-4949
I12,3,-4999
F7,2,-4949
J5,3,-4999
F7,2,-4949
J6,3,-4984
F7,2,-4949
J7,3,-4947
F7,2,-4947
J10,3,-4949
F7,2,-4947
J11,3,-4999
F7,2,-4947
K5,3,-4999
F7,2,-4947
K6,3,-4998
F7,2,-4947
K9,3,-4949
F7,2,-4947
K10,3,-4999
F7,2,-4947
L5,3,-4999
F7,2,-4947
L7,3,5006
F7,2,5006
L8,3,-4994
F7,2,5006
L9,3,-4999
F7,2,5006
M5,3,-4999
F7,2,5006
M6,3,-4999
F7,2,5006
M7,3,-4999
F7,2,5006
G13,1,5006
F8,2,-Infinity
D8,3,-1
F8,2,-1
D9,3,-5
F8,2,-1
D10,3,-5
F8,2,-1
E7,3,-6
F8,2,-1
E8,3,-1
F8,2,-1
E10,3,-1
F8,2,-1
F7,3,494
F8,2,494
F10,3,5
F8,2,494
F11,3,0
F8,2,494
F12,3,4
F8,2,494
F13,3,0
F8,2,494
F14,3,-1
F8,2,494
G7,3,44
F8,2,494
G14,3,4
F8,2,494
H5,3,-6
F8,2,494
H6,3,44
F8,2,494
H7,3,1
F8,2,494
H12,3,4
F8,2,494
H13,3,4
F8,2,494
H14,3,-1
F8,2,494
I5,3,-6
F8,2,494
I11,3,-5
F8,2,494
I12,3,-6
F8,2,494
J5,3,-6
F8,2,494
J6,3,9
F8,2,494
J7,3,46
F8,2,494
J10,3,44
F8,2,494
J11,3,494
F8,2,494
K5,3,-6
F8,2,494
K6,3,-5
F8,2,494
K9,3,44
F8,2,494
K10,3,-6
F8,2,494
L5,3,-6
F8,2,494
L7,3,9999
F8,2,9999
L8,3,-1
F8,2,9999
L9,3,-6
F8,2,9999
M5,3,-6
F8,2,9999
M6,3,-6
F8,2,9999
M7,3,-6
F8,2,9999
G13,1,5006
F10,2,-Infinity
D8,3,-5
F10,2,-5
D9,3,-5
F10,2,-5
D10,3,-1
F10,2,-1
E8,3,-1
F10,2,-1
E10,3,-1
F10,2,-1
E11,3,-6
F10,2,-1
F7,3,494
F10,2,494
F8,3,-1
F10,2,494
F11,3,0
F10,2,494
F12,3,4
F10,2,494
F13,3,0
F10,2,494
F14,3,-1
F10,2,494
G7,3,44
F10,2,494
G14,3,4
F10,2,494
H5,3,-6
F10,2,494
H6,3,44
F10,2,494
H7,3,1
F10,2,494
H12,3,4
F10,2,494
H13,3,4
F10,2,494
H14,3,-1
F10,2,494
I5,3,-6
F10,2,494
I11,3,-5
F10,2,494
I12,3,-6
F10,2,494
J5,3,-6
F10,2,494
J6,3,9
F10,2,494
J7,3,46
F10,2,494
J10,3,44
F10,2,494
J11,3,494
F10,2,494
K5,3,-6
F10,2,494
K6,3,-5
F10,2,494
K9,3,44
F10,2,494
K10,3,-6
F10,2,494
L5,3,-6
F10,2,494
L7,3,9999
F10,2,9999
L8,3,-1
F10,2,9999
L9,3,-6
F10,2,9999
M5,3,-6
F10,2,9999
M6,3,-6
F10,2,9999
M7,3,-6
F10,2,9999
G13,1,5006
F11,2,-Infinity
D8,3,-44
F11,2,-44
D9,3,-48
F11,2,-44
D10,3,-44
F11,2,-44
E8,3,-44
F11,2,-44
E10,3,-44
F11,2,-44
E11,3,451
F11,2,451
E12,3,-49
F11,2,451
F7,3,451
F11,2,451
F8,3,-44
F11,2,451
F10,3,-38
F11,2,451
F12,3,-39
F11,2,451
F13,3,-43
F11,2,451
F14,3,-44
F11,2,451
G7,3,1
F11,2,451
G14,3,-39
F11,2,451
H5,3,-49
F11,2,451
H6,3,1
F11,2,451
H7,3,-42
F11,2,451
H12,3,-39
F11,2,451
H13,3,-43
F11,2,451
H14,3,-44
F11,2,451
I5,3,-49
F11,2,451
I11,3,452
F11,2,452
I12,3,-49
F11,2,452
J5,3,-49
F11,2,452
J6,3,-34
F11,2,452
J7,3,3
F11,2,452
J10,3,1
F11,2,452
J11,3,451
F11,2,452
K5,3,-49
F11,2,452
K6,3,-48
F11,2,452
K9,3,1
F11,2,452
K10,3,-49
F11,2,452
L5,3,-49
F11,2,452
L7,3,9956
F11,2,9956
L8,3,-44
F11,2,9956
L9,3,-49
F11,2,9956
M5,3,-49
F11,2,9956
M6,3,-49
F11,2,9956
M7,3,-49
F11,2,9956
G13,1,5006
F12,2,-Infinity
D8,3,5
F12,2,5
D9,3,1
F12,2,5
D10,3,5
F12,2,5
E8,3,5
F12,2,5
E10,3,5
F12,2,5
E11,3,0
F12,2,5
E12,3,0
F12,2,5
E13,3,0
F12,2,5
F7,3,500
F12,2,500
F8,3,5
F12,2,500
F10,3,11
F12,2,500
F11,3,6
F12,2,500
F13,3,6
F12,2,500
F14,3,5
F12,2,500
G7,3,50
F12,2,500
G14,3,10
F12,2,500
H5,3,0
F12,2,500
H6,3,50
F12,2,500
H7,3,7
F12,2,500
H12,3,6
F12,2,500
H13,3,10
F12,2,500
H14,3,1
F12,2,500
I5,3,0
F12,2,500
I11,3,1
F12,2,500
I12,3,0
F12,2,500
J5,3,0
F12,2,500
J6,3,15
F12,2,500
J7,3,52
F12,2,500
J10,3,50
F12,2,500
J11,3,500
F12,2,500
K5,3,0
F12,2,500
K6,3,1
F12,2,500
K9,3,50
F12,2,500
K10,3,0
F12,2,500
L5,3,0
F12,2,500
L7,3,10005
F12,2,10005
L8,3,5
F12,2,10005
L9,3,0
F12,2,10005
M5,3,0
F12,2,10005
M6,3,0
F12,2,10005
M7,3,0
F12,2,10005
G13,1,5006
F13,2,-Infinity
D8,3,6
F13,2,6
D9,3,2
F13,2,6
D10,3,6
F13,2,6
E8,3,6
F13,2,6
E10,3,6
F13,2,6
E12,3,1
F13,2,6
E13,3,1
F13,2,6
E14,3,1
F13,2,6
F7,3,501
F13,2,501
F8,3,6
F13,2,501
F10,3,12
F13,2,501
F11,3,7
F13,2,501
F12,3,11
F13,2,501
F14,3,6
F13,2,501
G7,3,51
F13,2,501
G14,3,11
F13,2,501
H5,3,1
F13,2,501
H6,3,51
F13,2,501
H7,3,8
F13,2,501
H12,3,11
F13,2,501
H13,3,7
F13,2,501
H14,3,6
F13,2,501
I5,3,1
F13,2,501
I11,3,2
F13,2,501
I12,3,1
F13,2,501
J5,3,1
F13,2,501
J6,3,16
F13,2,501
J7,3,53
F13,2,501
J10,3,51
F13,2,501
J11,3,501
F13,2,501
K5,3,1
F13,2,501
K6,3,2
F13,2,501
K9,3,51
F13,2,501
K10,3,1
F13,2,501
L5,3,1
F13,2,501
L7,3,10006
F13,2,10006
L8,3,6
F13,2,10006
L9,3,1
F13,2,10006
M5,3,1
F13,2,10006
M6,3,1
F13,2,10006
M7,3,1
F13,2,10006
G13,1,5006
F14,2,-Infinity
D8,3,6
F14,2,6
D9,3,2
F14,2,6
D10,3,6
F14,2,6
E8,3,6
F14,2,6
E10,3,6
F14,2,6
E13,3,1
F14,2,6
E14,3,1
F14,2,6
E15,3,1
F14,2,6
F7,3,501
F14,2,501
F8,3,6
F14,2,501
F10,3,12
F14,2,501
F11,3,7
F14,2,501
F12,3,11
F14,2,501
F13,3,7
F14,2,501
F15,3,1
F14,2,501
G7,3,51
F14,2,501
G14,3,11
F14,2,501
G15,3,1
F14,2,501
H5,3,1
F14,2,501
H6,3,51
F14,2,501
H7,3,8
F14,2,501
H12,3,7
F14,2,501
H13,3,11
F14,2,501
H14,3,6
F14,2,501
I5,3,1
F14,2,501
I11,3,2
F14,2,501
I12,3,1
F14,2,501
J5,3,1
F14,2,501
J6,3,16
F14,2,501
J7,3,53
F14,2,501
J10,3,51
F14,2,501
J11,3,501
F14,2,501
K5,3,1
F14,2,501
K6,3,2
F14,2,501
K9,3,51
F14,2,501
K10,3,1
F14,2,501
L5,3,1
F14,2,501
L7,3,10006
F14,2,10006
L8,3,6
F14,2,10006
L9,3,1
F14,2,10006
M5,3,1
F14,2,10006
M6,3,1
F14,2,10006
M7,3,1
F14,2,10006
G13,1,5006
G7,2,-Infinity
D8,3,-4
G7,2,-4
D9,3,-8
G7,2,-4
D10,3,-4
G7,2,-4
E8,3,-4
G7,2,-4
E10,3,-4
G7,2,-4
F6,3,-9
G7,2,-4
F7,3,491
G7,2,491
F8,3,-8
G7,2,491
F10,3,2
G7,2,491
F11,3,-3
G7,2,491
F12,3,1
G7,2,491
F13,3,-3
G7,2,491
F14,3,-4
G7,2,491
G6,3,91
G7,2,491
G14,3,1
G7,2,491
H5,3,-9
G7,2,491
H6,3,41
G7,2,491
H7,3,-6
G7,2,491
H12,3,1
G7,2,491
H13,3,1
G7,2,491
H14,3,-4
G7,2,491
I5,3,-9
G7,2,491
I11,3,-8
G7,2,491
I12,3,-9
G7,2,491
J5,3,-9
G7,2,491
J6,3,6
G7,2,491
J7,3,43
G7,2,491
J10,3,1
G7,2,491
J11,3,491
G7,2,491
K5,3,-9
G7,2,491
K6,3,-8
G7,2,491
K9,3,41
G7,2,491
K10,3,-9
G7,2,491
L5,3,-9
G7,2,491
L7,3,9996
G7,2,9996
L8,3,-4
G7,2,9996
L9,3,-9
G7,2,9996
M5,3,-9
G7,2,9996
M6,3,-9
G7,2,9996
M7,3,-9
G7,2,9996
G13,1,5006
G14,2,-Infinity
D8,3,6
G14,2,6
D9,3,2
G14,2,6
D10,3,6
G14,2,6
E8,3,6
G14,2,6
E10,3,6
G14,2,6
F7,3,501
G14,2,501
F8,3,6
G14,2,501
F10,3,12
G14,2,501
F11,3,7
G14,2,501
F12,3,11
G14,2,501
F13,3,7
G14,2,501
F14,3,6
G14,2,501
F15,3,1
G14,2,501
G7,3,51
G14,2,501
G15,3,1
G14,2,501
H5,3,1
G14,2,501
H6,3,51
G14,2,501
H7,3,8
G14,2,501
H12,3,11
G14,2,501
H13,3,11
G14,2,501
H14,3,6
G14,2,501
H15,3,1
G14,2,501
I5,3,1
G14,2,501
I11,3,2
G14,2,501
I12,3,1
G14,2,501
J5,3,1
G14,2,501
J6,3,16
G14,2,501
J7,3,53
G14,2,501
J10,3,51
G14,2,501
J11,3,501
G14,2,501
K5,3,1
G14,2,501
K6,3,2
G14,2,501
K9,3,51
G14,2,501
K10,3,1
G14,2,501
L5,3,1
G14,2,501
